id_discente,codigo,timestamp
999007,QXD0008_REPROVADO,2021-12-01
999007,QXD0012_SUPRIMIDO,2021-12-01
999007,QXD0013_SUPRIMIDO,2021-12-01
999007,QXD0019,2022-02-01
999007,QXD0010,2022-02-01
999007,QXD0008,2022-02-01
999007,QXD0012,2022-02-01
999007,QXD0013,2022-02-01
999007,QXD0019_TRANCADO-TOTAL,2022-06-01
999007,QXD0010_TRANCADO-TOTAL,2022-06-01
999007,QXD0008_TRANCADO-TOTAL,2022-06-01
999007,QXD0012_TRANCADO-TOTAL,2022-06-01
999007,QXD0013_TRANCADO-TOTAL,2022-06-01
999007,QXD0010,2022-08-01
999007,QXD0008,2022-08-01
999007,QXD0012,2022-08-01
999007,QXD0013,2022-08-01
999007,QXD0010_TRANCADO,2022-12-01
999007,QXD0008_APROVADO,2022-12-01
999007,QXD0012_APROVADO,2022-12-01
999007,QXD0013_REPROVADO,2022-12-01
999007,QXD0014,2023-02-01
999007,QXD0010,2023-02-01
999007,QXD0040,2023-02-01
999007,QXD0017,2023-02-01
999007,QXD0014_APROVADO,2023-06-01
999007,QXD0010_REPROVADO,2023-06-01
999007,QXD0040_TRANCADO,2023-06-01
999007,QXD0017_TRANCADO,2023-06-01
999007,QXD0019,2023-08-01
999007,QXD0017,2023-08-01
999007,QXD0019_REPROVADO,2023-12-01
999007,QXD0017_REPROVADO,2023-12-01
999008,Iniciou,2017-01-01
999008,QXD0005,2017-02-01
999008,QXD0103,2017-02-01
999008,QXD0001,2017-02-01
999008,QXD0108,2017-02-01
999008,QXD0056,2017-02-01
999008,QXD0109,2017-02-01
999008,QXD0005_APROVADO,2017-06-01
999008,QXD0103_APROVADO,2017-06-01
999008,QXD0001_APROVADO,2017-06-01
999008,QXD0108_APROVADO,2017-06-01
999008,QXD0056_APROVADO,2017-06-01
999008,QXD0109_APROVADO,2017-06-01
999008,QXD0006,2017-08-01
999008,QXD0010,2017-08-01
999008,QXD0008,2017-08-01
999008,QXD0007,2017-08-01
999008,QXD0013,2017-08-01
999008,QXD0006_APROVADO,2017-12-01
999008,QXD0010_APROVADO,2017-12-01
999008,QXD0008_APROVADO,2017-12-01
999008,QXD0007_APROVADO,2017-12-01
999008,QXD0013_APROVADO,2017-12-01
999008,QXD0115,2018-02-01
999008,QXD0040,2018-02-01
999008,QXD0017,2018-02-01
999008,QXD0012,2018-02-01
999008,QXD0114,2018-02-01
999008,QXD0115_REPROVADO,2018-06-01
999008,QXD0040_APROVADO,2018-06-01
999008,QXD0017_APROVADO,2018-06-01
999008,QXD0012_REPROVADO,2018-06-01
999008,QXD0114_APROVADO,2018-06-01
999008,QXD0116,2018-08-01
999008,QXD0014,2018-08-01
999008,QXD0019,2018-08-01
999008,QXD0011,2018-08-01
999008,QXD0016,2018-08-01
999008,QXD0041,2018-08-01
999008,QXD0116_APROVADO,2018-12-01
999008,QXD0014_APROVADO,2018-12-01
999008,QXD0019_APROVADO,2018-12-01
999008,QXD0011_APROVADO,2018-12-01
999008,QXD0016_APROVADO,2018-12-01
999008,QXD0041_APROVADO,2018-12-01
999008,QXD0025,2019-02-01
999008,QXD0119,2019-02-01
999008,QXD0020,2019-02-01
999008,QXD0120,2019-02-01
999008,QXD0012,2019-02-01
999008,QXD0021,2019-02-01
999008,QXD0025_APROVADO,2019-06-01
999008,QXD0119_APROVADO,2019-06-01
999008,QXD0020_APROVADO,2019-06-01
999008,QXD0120_APROVADO,2019-06-01
999008,QXD0012_APROVADO,2019-06-01
999008,QXD0021_APROVADO,2019-06-01
999008,QXD0029,2019-08-01
999008,QXD0037,2019-08-01
999008,QXD0038,2019-08-01
999008,QXD0043,2019-08-01
999008,QXD0046,2019-08-01
999008,QXD0029_APROVADO,2019-12-01
999008,QXD0037_APROVADO,2019-12-01
999008,QXD0038_APROVADO,2019-12-01
999008,QXD0043_APROVADO,2019-12-01
999008,QXD0046_APROVADO,2019-12-01
999008,verificador,2019-12-02
999008,QXD0115,2020-02-01
999008,QXD0110,2020-02-01
999008,QXD0115_APROVADO,2020-06-01
